data,b_low,b_up,g_low,g_up
"b,g",1.0390625,1.03984375,0.9890625000000001,0.9898437500000001,1
"b,g",1.0421875,1.04296875,0.99140625,0.9921875,1
"b,g",1.0375,1.03828125,0.98828125,0.9890625000000001,1
"b,g",1.0390625,1.03984375,0.98828125,0.9890625000000001,1
"b,g",1.0375,1.03828125,0.9890625000000001,0.9898437500000001,1
"b,g",1.0421875,1.04296875,0.9890625000000001,0.9898437500000001,1
"b,g",1.0375,1.03828125,0.9921875,0.99296875,1
"b,g",1.040625,1.04140625,0.98828125,0.9890625000000001,1
"b,g",1.0421875,1.04296875,0.9921875,0.99296875,1
"b,g",1.0390625,1.03984375,0.9921875,0.99296875,1
"b,g",1.040625,1.04140625,0.9890625000000001,0.9898437500000001,1
"b,g",1.040625,1.04140625,0.9921875,0.99296875,1
"b,g",1.0375,1.03828125,0.99140625,0.9921875,1
"b,g",1.0390625,1.03984375,0.99140625,0.9921875,1
"b,g",1.040625,1.04140625,0.99140625,0.9921875,1
"b,g",1.04375,1.04453125,0.98828125,0.9890625000000001,1
"b,g",1.0453125,1.04609375,0.9890625000000001,0.9898437500000001,1
"b,g",1.04375,1.04453125,0.9890625000000001,0.9898437500000001,1
"b,g",1.0453125,1.04609375,0.98828125,0.9890625000000001,1
"b,g",1.08125,1.08203125,0.9921875,0.99296875,1
"b,g",1.0859375,1.08671875,0.99140625,0.9921875,1
"b,g",1.08125,1.08203125,0.99140625,0.9921875,1
"b,g",1.084375,1.08515625,0.9921875,0.99296875,1
"b,g",1.0859375,1.08671875,0.9921875,0.99296875,1
"b,g",1.084375,1.08515625,0.99140625,0.9921875,1
"b,g",1.0828125,1.08359375,0.9921875,0.99296875,1
"b,g",1.0828125,1.08359375,0.98828125,0.9890625000000001,1
"b,g",1.0484375,1.04921875,0.99140625,0.9921875,1
"b,g",1.0828125,1.08359375,0.99140625,0.9921875,1
"b,g",1.08125,1.08203125,0.9890625000000001,0.9898437500000001,1
"b,g",1.0828125,1.08359375,0.9890625000000001,0.9898437500000001,1
"b,g",1.046875,1.04765625,0.99140625,0.9921875,1
"b,g",1.046875,1.04765625,0.9921875,0.99296875,1
"b,g",1.08125,1.08203125,0.98828125,0.9890625000000001,1
"b,g",1.0484375,1.04921875,0.9921875,0.99296875,1
"b,g",1.0859375,1.08671875,0.98828125,0.9890625000000001,1
"b,g",1.084375,1.08515625,0.9890625000000001,0.9898437500000001,1
"b,g",1.0453125,1.04609375,0.9921875,0.99296875,1
"b,g",1.0859375,1.08671875,0.9890625000000001,0.9898437500000001,1
"b,g",1.084375,1.08515625,0.98828125,0.9890625000000001,1
"b,g",1.0484375,1.04921875,0.9890625000000001,0.9898437500000001,1
"b,g",1.046875,1.04765625,0.98828125,0.9890625000000001,1
"b,g",1.0484375,1.04921875,0.98828125,0.9890625000000001,1
"b,g",1.04375,1.04453125,0.9921875,0.99296875,1
"b,g",1.0453125,1.04609375,0.99140625,0.9921875,1
"b,g",1.04375,1.04453125,0.99140625,0.9921875,1
"b,g",1.046875,1.04765625,0.9890625000000001,0.9898437500000001,1
"b,g",1.0296875,1.03046875,0.9765625,0.97734375,1
"b,g",1.028125,1.02890625,0.975,0.97578125,1
"b,g",1.0296875,1.03046875,0.975,0.97578125,1
"b,g",1.034375,1.03515625,0.9828125,0.98359375,1
"b,g",1.028125,1.02890625,0.9765625,0.97734375,1
"b,g",1.0359375,1.03671875,0.9828125,0.98359375,1
"b,g",1.0359375,1.03671875,0.98125,0.9820312499999999,1
"b,g",1.034375,1.03515625,0.98125,0.9820312499999999,1
"b,g",1.03125,1.03203125,0.984375,0.98515625,1
"b,g",1.03125,1.03203125,0.98125,0.9820312499999999,1
"b,g",1.0296875,1.03046875,0.9796874999999999,0.98046875,1
"b,g",1.0296875,1.03046875,0.9781249999999999,0.9789062499999999,1
"b,g",1.0328125,1.03359375,0.984375,0.98515625,1
"b,g",1.0328125,1.03359375,0.9859375,0.9867187500000001,1
"b,g",1.028125,1.02890625,0.9796874999999999,0.98046875,1
"b,g",1.0359375,1.03671875,0.984375,0.98515625,1
"b,g",1.034375,1.03515625,0.9859375,0.9867187500000001,1
"b,g",1.034375,1.03515625,0.984375,0.98515625,1
"b,g",1.0359375,1.03671875,0.9859375,0.9867187500000001,1
"b,g",1.03125,1.03203125,0.9859375,0.9867187500000001,1
"b,g",1.03125,1.03203125,0.9828125,0.98359375,1
"b,g",1.028125,1.02890625,0.9781249999999999,0.9789062499999999,1
"b,g",1.0328125,1.03359375,0.98125,0.9820312499999999,1
"b,g",1.0328125,1.03359375,0.9828125,0.98359375,1
"b,g",1.0265625,1.02734375,0.9765625,0.97734375,1
"b,g",1.0265625,1.02734375,0.975,0.97578125,1
"b,g",1.0265625,1.02734375,0.9781249999999999,0.9789062499999999,1
"b,g",1.0265625,1.02734375,0.9796874999999999,0.98046875,1
"b,g",1.025,1.02578125,0.975,0.97578125,1
"b,g",1.025,1.02578125,0.9765625,0.97734375,1
"b,g",1.025,1.02578125,0.9781249999999999,0.9789062499999999,1
"b,g",1.025,1.02578125,0.9796874999999999,0.98046875,1
"b,g",1.0296875,1.03046875,0.9828125,0.98359375,1
"b,g",1.028125,1.02890625,0.98125,0.9820312499999999,1
"b,g",1.028125,1.02890625,0.984375,0.98515625,1
"b,g",1.028125,1.02890625,0.9859375,0.9867187500000001,1
"b,g",1.0296875,1.03046875,0.98125,0.9820312499999999,1
"b,g",1.0296875,1.03046875,0.9859375,0.9867187500000001,1
"b,g",1.034375,1.03515625,0.9765625,0.97734375,1
"b,g",1.034375,1.03515625,0.975,0.97578125,1
"b,g",1.028125,1.02890625,0.9828125,0.98359375,1
"b,g",1.0359375,1.03671875,0.975,0.97578125,1
"b,g",1.0359375,1.03671875,0.9765625,0.97734375,1
"b,g",1.0296875,1.03046875,0.984375,0.98515625,1
"b,g",1.034375,1.03515625,0.9781249999999999,0.9789062499999999,1
"b,g",1.0359375,1.03671875,0.9796874999999999,0.98046875,1
"b,g",1.0359375,1.03671875,0.9781249999999999,0.9789062499999999,1
"b,g",1.034375,1.03515625,0.9796874999999999,0.98046875,1
"b,g",1.0328125,1.03359375,0.9781249999999999,0.9789062499999999,1
"b,g",1.0328125,1.03359375,0.9796874999999999,0.98046875,1
"b,g",1.0265625,1.02734375,0.9828125,0.98359375,1
"b,g",1.03125,1.03203125,0.9781249999999999,0.9789062499999999,1
"b,g",1.03125,1.03203125,0.9796874999999999,0.98046875,1
"b,g",1.03125,1.03203125,0.9765625,0.97734375,1
"b,g",1.025,1.02578125,0.9859375,0.9867187500000001,1
"b,g",1.0265625,1.02734375,0.984375,0.98515625,1
"b,g",1.0328125,1.03359375,0.9765625,0.97734375,1
"b,g",1.03125,1.03203125,0.975,0.97578125,1
"b,g",1.0265625,1.02734375,0.9859375,0.9867187500000001,1
"b,g",1.025,1.02578125,0.984375,0.98515625,1
"b,g",1.025,1.02578125,0.98125,0.9820312499999999,1
"b,g",1.0265625,1.02734375,0.98125,0.9820312499999999,1
"b,g",1.025,1.02578125,0.9828125,0.98359375,1
"b,g",1.0328125,1.03359375,0.975,0.97578125,1
"b,g",1.0765625,1.07734375,0.9859375,0.9867187500000001,1
"b,g",1.0796875,1.08046875,0.9796874999999999,0.98046875,1
"b,g",1.0828125,1.08359375,0.98125,0.9820312499999999,1
"b,g",1.0828125,1.08359375,0.9781249999999999,0.9789062499999999,1
"b,g",1.08125,1.08203125,0.9828125,0.98359375,1
"b,g",1.0796875,1.08046875,0.9859375,0.9867187500000001,1
"b,g",1.0765625,1.07734375,0.984375,0.98515625,1
"b,g",1.078125,1.07890625,0.9859375,0.9867187500000001,1
"b,g",1.0859375,1.08671875,0.9781249999999999,0.9789062499999999,1
"b,g",1.0828125,1.08359375,0.9828125,0.98359375,1
"b,g",1.075,1.07578125,0.984375,0.98515625,1
"b,g",1.078125,1.07890625,0.984375,0.98515625,1
"b,g",1.08125,1.08203125,0.98125,0.9820312499999999,1
"b,g",1.0796875,1.08046875,0.984375,0.98515625,1
"b,g",1.075,1.07578125,0.9859375,0.9867187500000001,1
"b,g",1.0796875,1.08046875,0.975,0.97578125,1
"b,g",1.028125,1.02890625,0.9921875,0.99296875,1
"b,g",1.0296875,1.03046875,0.99140625,0.9921875,1
"b,g",1.0796875,1.08046875,0.9781249999999999,0.9789062499999999,1
"b,g",1.078125,1.07890625,0.9765625,0.97734375,1
"b,g",1.084375,1.08515625,0.9781249999999999,0.9789062499999999,1
"b,g",1.08125,1.08203125,0.9796874999999999,0.98046875,1
"b,g",1.08125,1.08203125,0.9781249999999999,0.9789062499999999,1
"b,g",1.078125,1.07890625,0.9781249999999999,0.9789062499999999,1
"b,g",1.078125,1.07890625,0.975,0.97578125,1
"b,g",1.0265625,1.02734375,0.98828125,0.9890625000000001,1
"b,g",1.028125,1.02890625,0.99140625,0.9921875,1
"b,g",1.078125,1.07890625,0.98125,0.9820312499999999,1
"b,g",1.0265625,1.02734375,0.9890625000000001,0.9898437500000001,1
"b,g",1.084375,1.08515625,0.9796874999999999,0.98046875,1
"b,g",1.075,1.07578125,0.9765625,0.97734375,1
"b,g",1.0296875,1.03046875,0.9921875,0.99296875,1
"b,g",1.0859375,1.08671875,0.9796874999999999,0.98046875,1
"b,g",1.0828125,1.08359375,0.9796874999999999,0.98046875,1
"b,g",1.0765625,1.07734375,0.975,0.97578125,1
"b,g",1.0328125,1.03359375,0.98828125,0.9890625000000001,1
"b,g",1.0328125,1.03359375,0.9890625000000001,0.9898437500000001,1
"b,g",1.078125,1.07890625,0.9796874999999999,0.98046875,1
"b,g",1.0796875,1.08046875,0.9828125,0.98359375,1
"b,g",1.03125,1.03203125,0.9890625000000001,0.9898437500000001,1
"b,g",1.075,1.07578125,0.98125,0.9820312499999999,1
"b,g",1.075,1.07578125,0.9828125,0.98359375,1
"b,g",1.0765625,1.07734375,0.98125,0.9820312499999999,1
"b,g",1.025,1.02578125,0.98828125,0.9890625000000001,1
"b,g",1.0796875,1.08046875,0.98125,0.9820312499999999,1
"b,g",1.075,1.07578125,0.975,0.97578125,1
"b,g",1.0765625,1.07734375,0.9828125,0.98359375,1
"b,g",1.025,1.02578125,0.9890625000000001,0.9898437500000001,1
"b,g",1.03125,1.03203125,0.98828125,0.9890625000000001,1
"b,g",1.0796875,1.08046875,0.9765625,0.97734375,1
"b,g",1.0765625,1.07734375,0.9765625,0.97734375,1
"b,g",1.078125,1.07890625,0.9828125,0.98359375,1
"b,g",1.084375,1.08515625,0.9765625,0.97734375,1
"b,g",1.0859375,1.08671875,0.975,0.97578125,1
"b,g",1.084375,1.08515625,0.975,0.97578125,1
"b,g",1.0296875,1.03046875,0.98828125,0.9890625000000001,1
"b,g",1.028125,1.02890625,0.9890625000000001,0.9898437500000001,1
"b,g",1.028125,1.02890625,0.98828125,0.9890625000000001,1
"b,g",1.0859375,1.08671875,0.9765625,0.97734375,1
"b,g",1.0296875,1.03046875,0.9890625000000001,0.9898437500000001,1
"b,g",1.084375,1.08515625,0.9859375,0.9867187500000001,1
"b,g",1.0859375,1.08671875,0.9859375,0.9867187500000001,1
"b,g",1.084375,1.08515625,0.984375,0.98515625,1
"b,g",1.0859375,1.08671875,0.984375,0.98515625,1
"b,g",1.025,1.02578125,0.99140625,0.9921875,1
"b,g",1.0765625,1.07734375,0.9796874999999999,0.98046875,1
"b,g",1.075,1.07578125,0.9796874999999999,0.98046875,1
"b,g",1.075,1.07578125,0.9781249999999999,0.9789062499999999,1
"b,g",1.0765625,1.07734375,0.9781249999999999,0.9789062499999999,1
"b,g",1.0265625,1.02734375,0.9921875,0.99296875,1
"b,g",1.025,1.02578125,0.9921875,0.99296875,1
"b,g",1.0265625,1.02734375,0.99140625,0.9921875,1
"b,g",1.034375,1.03515625,0.99140625,0.9921875,1
"b,g",1.0828125,1.08359375,0.984375,0.98515625,1
"b,g",1.0359375,1.03671875,0.9921875,0.99296875,1
"b,g",1.0859375,1.08671875,0.9828125,0.98359375,1
"b,g",1.08125,1.08203125,0.984375,0.98515625,1
"b,g",1.08125,1.08203125,0.9859375,0.9867187500000001,1
"b,g",1.03125,1.03203125,0.9921875,0.99296875,1
"b,g",1.084375,1.08515625,0.9828125,0.98359375,1
"b,g",1.034375,1.03515625,0.9921875,0.99296875,1
"b,g",1.0328125,1.03359375,0.99140625,0.9921875,1
"b,g",1.084375,1.08515625,0.98125,0.9820312499999999,1
"b,g",1.03125,1.03203125,0.99140625,0.9921875,1
"b,g",1.0328125,1.03359375,0.9921875,0.99296875,1
"b,g",1.0859375,1.08671875,0.98125,0.9820312499999999,1
"b,g",1.0828125,1.08359375,0.9765625,0.97734375,1
"b,g",1.0359375,1.03671875,0.99140625,0.9921875,1
"b,g",1.08125,1.08203125,0.975,0.97578125,1
"b,g",1.034375,1.03515625,0.98828125,0.9890625000000001,1
"b,g",1.0359375,1.03671875,0.9890625000000001,0.9898437500000001,1
"b,g",1.0359375,1.03671875,0.98828125,0.9890625000000001,1
"b,g",1.0828125,1.08359375,0.9859375,0.9867187500000001,1
"b,g",1.034375,1.03515625,0.9890625000000001,0.9898437500000001,1
"b,g",1.0828125,1.08359375,0.975,0.97578125,1
"b,g",1.08125,1.08203125,0.9765625,0.97734375,1
"b,g",1.1796875,1.18046875,0.98828125,0.9890625000000001,1
"b,g",1.178125,1.17890625,0.98828125,0.9890625000000001,1
"b,g",1.178125,1.17890625,0.9890625000000001,0.9898437500000001,1
"b,g",1.1796875,1.18046875,0.9890625000000001,0.9898437500000001,1
"b,g",1.1765625,1.17734375,0.99296875,0.99375,1
"b,g",1.175,1.17578125,0.99296875,0.99375,1
"b,g",1.1765625,1.17734375,0.99140625,0.9921875,1
"b,g",1.178125,1.17890625,0.99140625,0.9921875,1
"b,g",1.1796875,1.18046875,0.99140625,0.9921875,1
"b,g",1.175,1.17578125,0.99140625,0.9921875,1
"b,g",1.1796875,1.18046875,0.99296875,0.99375,1
"b,g",1.175,1.17578125,0.98828125,0.9890625000000001,1
"b,g",1.175,1.17578125,0.9890625000000001,0.9898437500000001,1
"b,g",1.178125,1.17890625,0.99296875,0.99375,1
"b,g",1.1765625,1.17734375,0.98828125,0.9890625000000001,1
"b,g",1.1765625,1.17734375,0.9890625000000001,0.9898437500000001,1
"b,g",1.18125,1.18203125,0.9890625000000001,0.9898437500000001,1
"b,g",1.18125,1.18203125,0.99296875,0.99375,1
"b,g",1.1828125,1.18359375,0.99296875,0.99375,1
"b,g",1.184375,1.18515625,0.98828125,0.9890625000000001,1
"b,g",1.1828125,1.18359375,0.99140625,0.9921875,1
"b,g",1.1859375,1.18671875,0.99140625,0.9921875,1
"b,g",1.1859375,1.18671875,0.99296875,0.99375,1
"b,g",1.184375,1.18515625,0.99296875,0.99375,1
"b,g",1.18125,1.18203125,0.99140625,0.9921875,1
"b,g",1.1828125,1.18359375,0.9890625000000001,0.9898437500000001,1
"b,g",1.18125,1.18203125,0.98828125,0.9890625000000001,1
"b,g",1.1828125,1.18359375,0.98828125,0.9890625000000001,1
"b,g",1.184375,1.18515625,0.99140625,0.9921875,1
"b,g",1.1859375,1.18671875,0.98828125,0.9890625000000001,1
"b,g",1.1859375,1.18671875,0.9890625000000001,0.9898437500000001,1
"b,g",1.184375,1.18515625,0.9890625000000001,0.9898437500000001,1
"b,g",1.090625,1.09140625,0.99140625,0.9921875,1
"b,g",1.090625,1.09140625,0.9921875,0.99296875,1
"b,g",1.090625,1.09140625,0.98828125,0.9890625000000001,1
"b,g",1.090625,1.09140625,0.9890625000000001,0.9898437500000001,1
"b,g",1.0921875,1.09296875,0.99140625,0.9921875,1
"b,g",1.0921875,1.09296875,0.9890625000000001,0.9898437500000001,1
"b,g",1.0890625,1.08984375,0.9921875,0.99296875,1
"b,g",1.0890625,1.08984375,0.99140625,0.9921875,1
"b,g",1.0875,1.08828125,0.9921875,0.99296875,1
"b,g",1.0875,1.08828125,0.99140625,0.9921875,1
"b,g",1.0921875,1.09296875,0.98828125,0.9890625000000001,1
"b,g",1.0921875,1.09296875,0.9921875,0.99296875,1
"b,g",1.0875,1.08828125,0.9890625000000001,0.9898437500000001,1
"b,g",1.0875,1.08828125,0.98828125,0.9890625000000001,1
"b,g",1.0890625,1.08984375,0.9890625000000001,0.9898437500000001,1
"b,g",1.0890625,1.08984375,0.98828125,0.9890625000000001,1
"b,g",1.09375,1.09453125,0.9890625000000001,0.9898437500000001,1
"b,g",1.09375,1.09453125,0.9921875,0.99296875,1
"b,g",1.0953125,1.09609375,0.9921875,0.99296875,1
"b,g",1.0953125,1.09609375,0.99140625,0.9921875,1
"b,g",1.09375,1.09453125,0.99140625,0.9921875,1
"b,g",1.0984375,1.09921875,0.9890625000000001,0.9898437500000001,1
"b,g",1.0984375,1.09921875,0.98828125,0.9890625000000001,1
"b,g",1.0953125,1.09609375,0.98828125,0.9890625000000001,1
"b,g",1.096875,1.09765625,0.9890625000000001,0.9898437500000001,1
"b,g",1.0953125,1.09609375,0.9890625000000001,0.9898437500000001,1
"b,g",1.096875,1.09765625,0.98828125,0.9890625000000001,1
"b,g",1.09375,1.09453125,0.98828125,0.9890625000000001,1
"b,g",1.096875,1.09765625,0.99140625,0.9921875,1
"b,g",1.0984375,1.09921875,0.99140625,0.9921875,1
"b,g",1.096875,1.09765625,0.9921875,0.99296875,1
"b,g",1.0984375,1.09921875,0.9921875,0.99296875,1
"b,g",1.175,1.17578125,0.9828125,0.98359375,1
"b,g",1.1796875,1.18046875,0.9828125,0.98359375,1
"b,g",1.1765625,1.17734375,0.9859375,0.9867187500000001,1
"b,g",1.178125,1.17890625,0.98125,0.9820312499999999,1
"b,g",1.1765625,1.17734375,0.9828125,0.98359375,1
"b,g",1.1796875,1.18046875,0.98125,0.9820312499999999,1
"b,g",1.1765625,1.17734375,0.984375,0.98515625,1
"b,g",1.175,1.17578125,0.984375,0.98515625,1
"b,g",1.175,1.17578125,0.9859375,0.9867187500000001,1
"b,g",1.178125,1.17890625,0.9828125,0.98359375,1
"b,g",1.1765625,1.17734375,0.98125,0.9820312499999999,1
"b,g",1.175,1.17578125,0.98125,0.9820312499999999,1
"b,g",1.1796875,1.18046875,0.984375,0.98515625,1
"b,g",1.1796875,1.18046875,0.9859375,0.9867187500000001,1
"b,g",1.178125,1.17890625,0.9859375,0.9867187500000001,1
"b,g",1.178125,1.17890625,0.984375,0.98515625,1
"b,g",1.184375,1.18515625,0.98125,0.9820312499999999,1
"b,g",1.184375,1.18515625,0.9828125,0.98359375,1
"b,g",1.1859375,1.18671875,0.9828125,0.98359375,1
"b,g",1.1859375,1.18671875,0.98125,0.9820312499999999,1
"b,g",1.1828125,1.18359375,0.984375,0.98515625,1
"b,g",1.18125,1.18203125,0.984375,0.98515625,1
"b,g",1.1828125,1.18359375,0.98125,0.9820312499999999,1
"b,g",1.1828125,1.18359375,0.9828125,0.98359375,1
"b,g",1.18125,1.18203125,0.98125,0.9820312499999999,1
"b,g",1.18125,1.18203125,0.9828125,0.98359375,1
"b,g",1.184375,1.18515625,0.9859375,0.9867187500000001,1
"b,g",1.1859375,1.18671875,0.984375,0.98515625,1
"b,g",1.1859375,1.18671875,0.9859375,0.9867187500000001,1
"b,g",1.1828125,1.18359375,0.9859375,0.9867187500000001,1
"b,g",1.184375,1.18515625,0.984375,0.98515625,1
"b,g",1.18125,1.18203125,0.9859375,0.9867187500000001,1
"b,g",1.175,1.17578125,0.9796874999999999,0.98046875,1
"b,g",1.1859375,1.18671875,0.9781249999999999,0.9789062499999999,1
"b,g",1.18125,1.18203125,0.9796874999999999,0.98046875,1
"b,g",1.175,1.17578125,0.9781249999999999,0.9789062499999999,1
"b,g",1.18125,1.18203125,0.9781249999999999,0.9789062499999999,1
"b,g",1.184375,1.18515625,0.9796874999999999,0.98046875,1
"b,g",1.184375,1.18515625,0.9781249999999999,0.9789062499999999,1
"b,g",1.1828125,1.18359375,0.9781249999999999,0.9789062499999999,1
"b,g",1.1859375,1.18671875,0.9796874999999999,0.98046875,1
"b,g",1.1828125,1.18359375,0.9796874999999999,0.98046875,1
"b,g",1.1859375,1.18671875,0.9765625,0.97734375,1
"b,g",1.1765625,1.17734375,0.9781249999999999,0.9789062499999999,1
"b,g",1.1765625,1.17734375,0.9796874999999999,0.98046875,1
"b,g",1.18125,1.18203125,0.9765625,0.97734375,1
"b,g",1.1828125,1.18359375,0.9765625,0.97734375,1
"b,g",1.184375,1.18515625,0.9765625,0.97734375,1
"b,g",1.184375,1.18515625,0.975,0.97578125,1
"b,g",1.1859375,1.18671875,0.975,0.97578125,1
"b,g",1.18125,1.18203125,0.975,0.97578125,1
"b,g",1.1828125,1.18359375,0.975,0.97578125,1
"b,g",1.178125,1.17890625,0.9796874999999999,0.98046875,1
"b,g",1.1765625,1.17734375,0.9765625,0.97734375,1
"b,g",1.175,1.17578125,0.9765625,0.97734375,1
"b,g",1.175,1.17578125,0.975,0.97578125,1
"b,g",1.1765625,1.17734375,0.975,0.97578125,1
"b,g",1.1796875,1.18046875,0.9781249999999999,0.9789062499999999,1
"b,g",1.1796875,1.18046875,0.9796874999999999,0.98046875,1
"b,g",1.178125,1.17890625,0.9781249999999999,0.9789062499999999,1
"b,g",1.1796875,1.18046875,0.975,0.97578125,1
"b,g",1.1796875,1.18046875,0.9765625,0.97734375,1
"b,g",1.178125,1.17890625,0.975,0.97578125,1
"b,g",1.178125,1.17890625,0.9765625,0.97734375,1
"b,g",0.9281250000000001,0.92890625,0.9921875,0.99296875,1
"b,g",0.9281250000000001,0.92890625,0.99140625,0.9921875,1
"b,g",0.9296875,0.93046875,0.99140625,0.9921875,1
"b,g",0.9296875,0.93046875,0.9921875,0.99296875,1
"b,g",0.925,0.92578125,0.98125,0.9820312499999999,1
"b,g",0.9265625000000001,0.9273437500000001,0.98125,0.9820312499999999,1
"b,g",0.925,0.92578125,0.9921875,0.99296875,1
"b,g",0.9281250000000001,0.92890625,0.98828125,0.9890625000000001,1
"b,g",0.9265625000000001,0.9273437500000001,0.99140625,0.9921875,1
"b,g",0.925,0.92578125,0.9828125,0.98359375,1
"b,g",0.9296875,0.93046875,0.98828125,0.9890625000000001,1
"b,g",0.925,0.92578125,0.99140625,0.9921875,1
"b,g",0.9265625000000001,0.9273437500000001,0.9921875,0.99296875,1
"b,g",0.9265625000000001,0.9273437500000001,0.9890625000000001,0.9898437500000001,1
"b,g",0.9296875,0.93046875,0.9890625000000001,0.9898437500000001,1
"b,g",0.9281250000000001,0.92890625,0.9890625000000001,0.9898437500000001,1
"b,g",0.9265625000000001,0.9273437500000001,0.98828125,0.9890625000000001,1
"b,g",0.925,0.92578125,0.98828125,0.9890625000000001,1
"b,g",0.925,0.92578125,0.9890625000000001,0.9898437500000001,1
"b,g",0.9265625000000001,0.9273437500000001,0.9828125,0.98359375,1
"b,g",0.9281250000000001,0.92890625,0.975,0.97578125,1
"b,g",0.9281250000000001,0.92890625,0.9765625,0.97734375,1
"b,g",0.9296875,0.93046875,0.9765625,0.97734375,1
"b,g",0.9296875,0.93046875,0.975,0.97578125,1
"b,g",0.9296875,0.93046875,0.9828125,0.98359375,1
"b,g",0.925,0.92578125,0.984375,0.98515625,1
"b,g",0.9296875,0.93046875,0.98125,0.9820312499999999,1
"b,g",0.925,0.92578125,0.9859375,0.9867187500000001,1
"b,g",0.9281250000000001,0.92890625,0.9828125,0.98359375,1
"b,g",0.9265625000000001,0.9273437500000001,0.984375,0.98515625,1
"b,g",0.9265625000000001,0.9273437500000001,0.9859375,0.9867187500000001,1
"b,g",0.9281250000000001,0.92890625,0.98125,0.9820312499999999,1
"b,g",0.9484374999999999,0.94921875,0.9828125,0.98359375,1
"b,g",0.925,0.92578125,0.9796874999999999,0.98046875,1
"b,g",0.9265625000000001,0.9273437500000001,0.9796874999999999,0.98046875,1
"b,g",0.9265625000000001,0.9273437500000001,0.9781249999999999,0.9789062499999999,1
"b,g",0.925,0.92578125,0.9781249999999999,0.9789062499999999,1
"b,g",0.9359375,0.93671875,0.98828125,0.9890625000000001,1
"b,g",0.9359375,0.93671875,0.9890625000000001,0.9898437500000001,1
"b,g",0.9484374999999999,0.94921875,0.98125,0.9820312499999999,1
"b,g",0.934375,0.9351562499999999,0.9890625000000001,0.9898437500000001,1
"b,g",0.934375,0.9351562499999999,0.98828125,0.9890625000000001,1
"b,g",0.9468749999999999,0.9476562499999999,0.98125,0.9820312499999999,1
"b,g",0.9468749999999999,0.9476562499999999,0.9828125,0.98359375,1
"b,g",0.94375,0.94453125,0.99140625,0.9921875,1
"b,g",0.94375,0.94453125,0.9921875,0.99296875,1
"b,g",0.9453125,0.94609375,0.9921875,0.99296875,1
"b,g",0.9453125,0.94609375,0.9890625000000001,0.9898437500000001,1
"b,g",0.94375,0.94453125,0.9890625000000001,0.9898437500000001,1
"b,g",0.94375,0.94453125,0.98828125,0.9890625000000001,1
"b,g",0.9453125,0.94609375,0.98828125,0.9890625000000001,1
"b,g",0.9328125,0.93359375,0.9890625000000001,0.9898437500000001,1
"b,g",0.93125,0.9320312500000001,0.9890625000000001,0.9898437500000001,1
"b,g",0.93125,0.9320312500000001,0.98828125,0.9890625000000001,1
"b,g",0.9328125,0.93359375,0.98828125,0.9890625000000001,1
"b,g",0.9453125,0.94609375,0.99140625,0.9921875,1
"b,g",0.9468749999999999,0.9476562499999999,0.984375,0.98515625,1
"b,g",0.934375,0.9351562499999999,0.99140625,0.9921875,1
"b,g",0.9484374999999999,0.94921875,0.9859375,0.9867187500000001,1
"b,g",0.9484374999999999,0.94921875,0.984375,0.98515625,1
"b,g",0.9468749999999999,0.9476562499999999,0.9859375,0.9867187500000001,1
"b,g",0.9296875,0.93046875,0.9796874999999999,0.98046875,1
"b,g",0.934375,0.9351562499999999,0.9921875,0.99296875,1
"b,g",0.9296875,0.93046875,0.9859375,0.9867187500000001,1
"b,g",0.9296875,0.93046875,0.984375,0.98515625,1
"b,g",0.9281250000000001,0.92890625,0.9859375,0.9867187500000001,1
"b,g",0.94375,0.94453125,0.9765625,0.97734375,1
"b,g",0.9453125,0.94609375,0.975,0.97578125,1
"b,g",0.9281250000000001,0.92890625,0.9796874999999999,0.98046875,1
"b,g",0.9296875,0.93046875,0.9781249999999999,0.9789062499999999,1
"b,g",0.94375,0.94453125,0.975,0.97578125,1
"b,g",0.9281250000000001,0.92890625,0.9781249999999999,0.9789062499999999,1
"b,g",0.9281250000000001,0.92890625,0.984375,0.98515625,1
"b,g",0.9359375,0.93671875,0.99140625,0.9921875,1
"b,g",0.9359375,0.93671875,0.9921875,0.99296875,1
"b,g",0.9453125,0.94609375,0.9765625,0.97734375,1
"b,g",0.94375,0.94453125,0.984375,0.98515625,1
"b,g",0.9453125,0.94609375,0.9859375,0.9867187500000001,1
"b,g",0.9453125,0.94609375,0.984375,0.98515625,1
"b,g",0.94375,0.94453125,0.9859375,0.9867187500000001,1
"b,g",0.9468749999999999,0.9476562499999999,0.9765625,0.97734375,1
"b,g",0.9484374999999999,0.94921875,0.975,0.97578125,1
"b,g",0.9468749999999999,0.9476562499999999,0.975,0.97578125,1
"b,g",0.9484374999999999,0.94921875,0.99140625,0.9921875,1
"b,g",0.9484374999999999,0.94921875,0.9765625,0.97734375,1
"b,g",0.9453125,0.94609375,0.9796874999999999,0.98046875,1
"b,g",0.94375,0.94453125,0.9828125,0.98359375,1
"b,g",0.9453125,0.94609375,0.98125,0.9820312499999999,1
"b,g",0.94375,0.94453125,0.98125,0.9820312499999999,1
"b,g",0.9328125,0.93359375,0.99140625,0.9921875,1
"b,g",0.94375,0.94453125,0.9796874999999999,0.98046875,1
"b,g",0.9453125,0.94609375,0.9781249999999999,0.9789062499999999,1
"b,g",0.94375,0.94453125,0.9781249999999999,0.9789062499999999,1
"b,g",0.9484374999999999,0.94921875,0.9921875,0.99296875,1
