0.6325000000000001,0.633125,0.6325000000000001,0.633125,1
0.5,0.5,1.0950000000000002,1.1,0
0.5,0.5,1.1150000000000002,1.12,0
0.5,0.5,1.0925000000000002,1.0950000000000002,0
0.5,0.5,1.0950000000000002,1.1,0
0.5,0.5,1.12,1.125,0
0.5,0.5,1.09,1.0925000000000002,0
0.5,0.5,1.0925000000000002,1.0950000000000002,0
0.5,0.5,1.1475,1.1500000000000001,0
0.5,0.5,1.0725000000000002,1.0750000000000002,0
0.5,0.5,1.0274999999999999,1.03,0
0.5,0.5,1.1949999999999998,1.1974999999999998,0
0.5,0.5,1.02,1.025,0
0.5,0.5,1.21,1.2149999999999999,0
0.5,0.5,1.0750000000000002,1.08,0
0.5,0.5,1.1400000000000001,1.145,0
0.5,0.5,0.9550000000000001,0.96,0
0.5,0.5,0.9500000000000001,0.9525000000000001,0
0.5,0.5,1.125,1.1275,0
0.5,0.5,1.1400000000000001,1.145,0
0.5,0.5,1.2149999999999999,1.2174999999999998,0
0.5,0.5,1.1400000000000001,1.145,0
0.5,0.5,1.07,1.0725000000000002,0
0.5,0.5,1.2174999999999998,1.22,0
0.5,0.5,1.1275,1.1300000000000001,0
0.5,0.5,1.205,1.21,0
0.5,0.5,1.2,1.2025000000000001,0
0.5,0.5,1.2025000000000001,1.205,0
0.5,0.5,1.1400000000000001,1.145,0
0.5,0.5,1.1475,1.1500000000000001,0
0.5,0.5,1.025,1.0274999999999999,0
0.5,0.5,1.16,1.1625,0
0.5,0.5,1.1475,1.1500000000000001,0
0.5,0.5,1.145,1.1475,0
0.5,0.5,1.165,1.17,0
0.5,0.5,1.1625,1.165,0
0.5,0.5,1.145,1.1475,0
0.5,0.5,1.145,1.1475,0
0.5,0.5,1.07,1.0725000000000002,0
0.5,0.5,1.2149999999999999,1.2174999999999998,0
0.5,0.5,1.0750000000000002,1.08,0
0.5,0.5,1.2174999999999998,1.22,0
0.5,0.5,1.33,1.335,0
0.5,0.5,1.09,1.0925000000000002,0
0.5,0.5,1.335,1.3375,0
0.5,0.5,1.3375,1.34,0
0.5,0.5,1.21,1.2149999999999999,0
0.5,0.5,1.0550000000000002,1.06,0
0.5,0.5,1.0725000000000002,1.0750000000000002,0
0.5,0.5,1.1974999999999998,1.2,0
0.5,0.5,1.145,1.1475,0
0.5,0.5,1.23,1.2349999999999999,0
0.5,0.5,1.1150000000000002,1.12,0
0.5,0.5,1.1475,1.1500000000000001,0
0.5,0.5,1.2374999999999998,1.24,0
0.5,0.5,1.05,1.0525000000000002,0
0.5,0.5,1.1949999999999998,1.1974999999999998,0
0.5,0.5,1.2349999999999999,1.2374999999999998,0
0.5,0.5,1.1400000000000001,1.145,0
0.5,0.5,1.1400000000000001,1.145,0
0.5,0.5,1.11,1.1125000000000003,0
0.5,0.5,1.0525000000000002,1.0550000000000002,0
0.5,0.5,1.02,1.025,0
0.5,0.5,1.1400000000000001,1.145,0
0.5,0.5,1.17,1.1749999999999998,0
0.5,0.5,1.145,1.1475,0
0.5,0.5,1.025,1.0274999999999999,0
0.5,0.5,1.1400000000000001,1.145,0
0.5,0.5,1.145,1.1475,0
0.5,0.5,1.1275,1.1300000000000001,0
0.5,0.5,1.1749999999999998,1.1774999999999998,0
0.5,0.5,1.0274999999999999,1.03,0
0.5,0.5,1.0875,1.09,0
0.5,0.5,0.9525000000000001,0.9550000000000001,0
0.5,0.5,1.19,1.1949999999999998,0
0.5,0.5,1.185,1.19,0
0.5,0.5,1.1475,1.1500000000000001,0
0.5,0.5,1.2650000000000001,1.27,0
0.5,0.5,1.18,1.1825,0
0.5,0.5,1.085,1.0875,0
0.5,0.5,1.1400000000000001,1.145,0
0.5,0.5,1.1825,1.185,0
0.5,0.5,1.1475,1.1500000000000001,0
0.5,0.5,1.145,1.1475,0
0.5,0.5,1.1749999999999998,1.1774999999999998,0
0.5,0.5,1.2625000000000002,1.2650000000000001,0
0.5,0.5,1.145,1.1475,0
0.5,0.5,1.26,1.2625000000000002,0
0.5,0.5,1.1475,1.1500000000000001,0
0.5,0.5,1.1974999999999998,1.2,0
0.5,0.5,1.145,1.1475,0
0.5,0.5,1.19,1.1949999999999998,0
0.5,0.5,1.1475,1.1500000000000001,0
0.5,0.5,1.1400000000000001,1.145,0
