k1,k2,k4,k5
2.3,0.52,1.23,2.2
1.7145454545454544,0.1,0.61,1.65,2.7854545454545456
2.130627615062761,0.42222222222222217,0.61,1.3277777777777777,2.369372384937239
2.813370165745856,0.7444444444444444,0.61,1.0055555555555555,1.686629834254144
