k1,k2,k3,k4,k5
2.3,0.52,0.61,1.23,2.2
0.7444444444444444,0.1,0.3597014925373132,0.9402985074626866,0.6555555555555556
1.0666666666666667,0.1,0.6437499999999999,0.65625,0.33333333333333326
1.0666666666666667,0.42222222222222217,0.32152777777777786,0.65625,0.33333333333333326
