ar,c,rho
0.55615133123,0.55615133123,0.55615133123
0.3,0.47,1.22
0.5212727272727271,0.2,1.6500000000000001
2.8669999999999995,0.2,0.3
0.2866999999999999,0.2,3.0
0.358375,1.5999999999999999,0.3
0.0651590909090909,1.5999999999999999,1.6500000000000001
0.035837499999999994,1.5999999999999999,3.0
0.19113333333333332,3.0,0.3
0.034751515151515144,3.0,1.6500000000000001
0.01911333333333333,3.0,3.0
