"ar,c,rho",0.6050000000000001;0.6100000000000001,0.42499999999999993;0.42999999999999994,0.5850000000000001;0.5900000000000001,10,0.001,0,2
"ar,c,rho",0.6050000000000001;0.6100000000000001,0.42499999999999993;0.42999999999999994,0.5800000000000001;0.5850000000000001,10,0.001,0,2
"ar,c,rho",0.6050000000000001;0.6100000000000001,0.42;0.42499999999999993,0.5850000000000001;0.5900000000000001,10,0.001,0,2
"ar,c,rho",0.6050000000000001;0.6100000000000001,0.42;0.42499999999999993,0.5800000000000001;0.5850000000000001,10,0.001,0,2
"ar,c,rho",0.6000000000000001;0.6050000000000001,0.42499999999999993;0.42999999999999994,0.5850000000000001;0.5900000000000001,10,0.001,0,2
"ar,c,rho",0.6000000000000001;0.6050000000000001,0.42499999999999993;0.42999999999999994,0.5800000000000001;0.5850000000000001,10,0.001,0,2
"ar,c,rho",0.6025;0.6050000000000001,0.5950000000000001;0.5975000000000001,0.56;0.5625,10,0.001,0,2
"ar,c,rho",0.6000000000000001;0.6050000000000001,0.42;0.42499999999999993,0.5800000000000001;0.5850000000000001,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.30000000000000004,0.5935937499999999;0.595625,1.39921875;1.404375,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.30000000000000004,0.5935937499999999;0.595625,1.3940625;1.39921875,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.30000000000000004,0.5915625;0.5935937499999999,1.39921875;1.404375,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.30000000000000004,0.5915625;0.5935937499999999,1.3940625;1.39921875,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.29875000000000007,0.5935937499999999;0.595625,1.39921875;1.404375,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.29875000000000007,0.5935937499999999;0.595625,1.3940625;1.39921875,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.29875000000000007,0.5915625;0.5935937499999999,1.39921875;1.404375,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.29875000000000007,0.5915625;0.5935937499999999,1.3940625;1.39921875,10,0.001,0,2
"ar,c,rho",0.6000000000000001;0.6100000000000001,0.44999999999999996;0.45999999999999996,0.6000000000000001;0.6100000000000001,10,0.0010000000000000009,0,2
"ar,c,rho",0.6000000000000001;0.6100000000000001,0.44999999999999996;0.45999999999999996,0.5900000000000001;0.6000000000000001,10,0.0010000000000000009,0,2
"ar,c,rho",0.6000000000000001;0.6100000000000001,0.43999999999999995;0.44999999999999996,0.6000000000000001;0.6100000000000001,10,0.0010000000000000009,0,2
"ar,c,rho",0.6000000000000001;0.6100000000000001,0.43999999999999995;0.44999999999999996,0.5900000000000001;0.6000000000000001,10,0.0010000000000000009,0,2
"ar,c,rho",0.5900000000000001;0.6000000000000001,0.44999999999999996;0.45999999999999996,0.6000000000000001;0.6100000000000001,10,0.0010000000000000009,0,2
"ar,c,rho",0.5900000000000001;0.6000000000000001,0.44999999999999996;0.45999999999999996,0.5900000000000001;0.6000000000000001,10,0.0010000000000000009,0,2
"ar,c,rho",0.5900000000000001;0.6000000000000001,0.43999999999999995;0.44999999999999996,0.6000000000000001;0.6100000000000001,10,0.0010000000000000009,0,2
"ar,c,rho",0.5900000000000001;0.6000000000000001,0.43999999999999995;0.44999999999999996,0.5900000000000001;0.6000000000000001,10,0.0010000000000000009,0,2
"ar,c,rho",0.6428125;0.645,0.22250000000000003;0.2234375,1.68890625;1.6959374999999999,10,0.001,0,2
"ar,c,rho",0.5900000000000001;0.5950000000000001,0.6050000000000001;0.6100000000000001,0.5700000000000001;0.575,10,0.001,0,2
"ar,c,rho",0.5700000000000001;0.5800000000000001,0.5800000000000001;0.5900000000000001,0.55;0.56,10,0.0010000000000000009,0,2
"ar,c,rho",0.5700000000000001;0.5800000000000001,0.5800000000000001;0.5900000000000001,0.54;0.55,10,0.0010000000000000009,0,2
"ar,c,rho",0.5900000000000001;0.5950000000000001,0.6000000000000001;0.6050000000000001,0.5700000000000001;0.575,10,0.001,0,2
"ar,c,rho",0.5525;0.555,2.3525;2.355,0.4175;0.42,10,0.001,0,1
"ar,c,rho",0.5525;0.555,2.3525;2.355,0.41500000000000004;0.4175,10,0.001,0,1
"ar,c,rho",0.5525;0.555,2.35;2.3525,0.4175;0.42,10,0.001,0,1
"ar,c,rho",0.5525;0.555,2.35;2.3525,0.41500000000000004;0.4175,10,0.001,0,1
"ar,c,rho",0.55;0.5525,2.3525;2.355,0.4175;0.42,10,0.001,0,1
"ar,c,rho",0.55;0.5525,2.3525;2.355,0.41500000000000004;0.4175,10,0.001,0,1
"ar,c,rho",0.55;0.5525,2.35;2.3525,0.4175;0.42,10,0.001,0,1
"ar,c,rho",0.55;0.5525,2.35;2.3525,0.41500000000000004;0.4175,10,0.001,0,1
"ar,c,rho",0.27437500000000004;0.275,0.5702343749999998;0.5712499999999999,1.587421875;1.59,10,0.001,0,2
"ar,c,rho",0.27437500000000004;0.275,0.5702343749999998;0.5712499999999999,1.58484375;1.587421875,10,0.001,0,2
"ar,c,rho",0.27437500000000004;0.275,0.5692187499999999;0.5702343749999998,1.587421875;1.59,10,0.001,0,2
"ar,c,rho",0.27437500000000004;0.275,0.5692187499999999;0.5702343749999998,1.58484375;1.587421875,10,0.001,0,2
"ar,c,rho",0.27375000000000005;0.27437500000000004,0.5702343749999998;0.5712499999999999,1.587421875;1.59,10,0.001,0,2
"ar,c,rho",0.27375000000000005;0.27437500000000004,0.5702343749999998;0.5712499999999999,1.58484375;1.587421875,10,0.001,0,2
"ar,c,rho",0.27375000000000005;0.27437500000000004,0.5692187499999999;0.5702343749999998,1.587421875;1.59,10,0.001,0,2
"ar,c,rho",0.27375000000000005;0.27437500000000004,0.5692187499999999;0.5702343749999998,1.58484375;1.587421875,10,0.001,0,2
"ar,c,rho",0.27437500000000004;0.275,0.5702343749999998;0.5712499999999999,1.582265625;1.58484375,10,0.001,0,2
"ar,c,rho",0.27437500000000004;0.275,0.5702343749999998;0.5712499999999999,1.5796875;1.582265625,10,0.001,0,2
"ar,c,rho",0.27437500000000004;0.275,0.5692187499999999;0.5702343749999998,1.582265625;1.58484375,10,0.001,0,2
"ar,c,rho",0.27437500000000004;0.275,0.5692187499999999;0.5702343749999998,1.5796875;1.582265625,10,0.001,0,2
"ar,c,rho",0.27375000000000005;0.27437500000000004,0.5702343749999998;0.5712499999999999,1.582265625;1.58484375,10,0.001,0,2
"ar,c,rho",0.27375000000000005;0.27437500000000004,0.5702343749999998;0.5712499999999999,1.5796875;1.582265625,10,0.001,0,2
"ar,c,rho",0.27375000000000005;0.27437500000000004,0.5692187499999999;0.5702343749999998,1.582265625;1.58484375,10,0.001,0,2
"ar,c,rho",0.27375000000000005;0.27437500000000004,0.5692187499999999;0.5702343749999998,1.5796875;1.582265625,10,0.001,0,2
"ar,c,rho",0.6050000000000001;0.6100000000000001,0.5900000000000001;0.5950000000000001,0.56;0.5650000000000001,10,0.001,0,2
"ar,c,rho",0.2775;0.28,0.5671875;0.5712499999999999,1.4765625;1.486875,10,0.001,0,2
"ar,c,rho",0.28312500000000007;0.28375000000000006,0.560078125;0.56109375,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.28;0.28500000000000003,0.5712499999999999;0.579375,1.4456250000000002;1.46625,10,0.001,0,2
"ar,c,rho",0.28312500000000007;0.28375000000000006,0.5590624999999999;0.560078125,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.28250000000000003;0.28312500000000007,0.560078125;0.56109375,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28250000000000003;0.28312500000000007,0.560078125;0.56109375,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.28250000000000003;0.28312500000000007,0.5590624999999999;0.560078125,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28250000000000003;0.28312500000000007,0.5590624999999999;0.560078125,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.5875000000000001;0.5900000000000001,0.5975000000000001;0.6000000000000001,0.5675000000000001;0.5700000000000001,10,0.001,0,2
"ar,c,rho",0.5875000000000001;0.5900000000000001,0.5975000000000001;0.6000000000000001,0.5650000000000001;0.5675000000000001,10,0.001,0,2
"ar,c,rho",0.5875000000000001;0.5900000000000001,0.5950000000000001;0.5975000000000001,0.5675000000000001;0.5700000000000001,10,0.001,0,2
"ar,c,rho",0.5875000000000001;0.5900000000000001,0.5950000000000001;0.5975000000000001,0.5650000000000001;0.5675000000000001,10,0.001,0,2
"ar,c,rho",0.5850000000000001;0.5875000000000001,0.5975000000000001;0.6000000000000001,0.5675000000000001;0.5700000000000001,10,0.001,0,2
"ar,c,rho",0.5850000000000001;0.5875000000000001,0.5975000000000001;0.6000000000000001,0.5650000000000001;0.5675000000000001,10,0.001,0,2
"ar,c,rho",0.5850000000000001;0.5875000000000001,0.5950000000000001;0.5975000000000001,0.5675000000000001;0.5700000000000001,10,0.001,0,2
"ar,c,rho",0.5850000000000001;0.5875000000000001,0.5950000000000001;0.5975000000000001,0.5650000000000001;0.5675000000000001,10,0.001,0,2
"ar,c,rho",0.29250000000000004;0.29500000000000004,0.595625;0.5996874999999999,1.4146874999999999;1.425,10,0.001,0,2
"ar,c,rho",0.2981250000000001;0.29875000000000007,0.5885156249999999;0.58953125,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.2981250000000001;0.29875000000000007,0.5885156249999999;0.58953125,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.2981250000000001;0.29875000000000007,0.5874999999999999;0.5885156249999999,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.2981250000000001;0.29875000000000007,0.5874999999999999;0.5885156249999999,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.2981250000000001,0.5885156249999999;0.58953125,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.2981250000000001,0.5885156249999999;0.58953125,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.2981250000000001,0.5874999999999999;0.5885156249999999,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.2981250000000001,0.5874999999999999;0.5885156249999999,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.28312500000000007;0.28375000000000006,0.5621093749999999;0.5631249999999999,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28312500000000007;0.28375000000000006,0.5621093749999999;0.5631249999999999,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.28312500000000007;0.28375000000000006,0.56109375;0.5621093749999999,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28312500000000007;0.28375000000000006,0.56109375;0.5621093749999999,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.28250000000000003;0.28312500000000007,0.5621093749999999;0.5631249999999999,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28250000000000003;0.28312500000000007,0.5621093749999999;0.5631249999999999,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.28250000000000003;0.28312500000000007,0.56109375;0.5621093749999999,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28250000000000003;0.28312500000000007,0.56109375;0.5621093749999999,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.2981250000000001;0.29875000000000007,0.590546875;0.5915625,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.2981250000000001;0.29875000000000007,0.590546875;0.5915625,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.2981250000000001;0.29875000000000007,0.58953125;0.590546875,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.2981250000000001;0.29875000000000007,0.58953125;0.590546875,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.2981250000000001,0.590546875;0.5915625,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.2981250000000001,0.590546875;0.5915625,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.2981250000000001,0.58953125;0.590546875,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.2981250000000001,0.58953125;0.590546875,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.5900000000000001;0.6000000000000001,0.6400000000000001;0.65,0.5;0.51,10,0.001,0,2
"ar,c,rho",0.29937500000000006;0.30000000000000004,0.5885156249999999;0.58953125,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.29937500000000006;0.30000000000000004,0.5885156249999999;0.58953125,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.29937500000000006;0.30000000000000004,0.5874999999999999;0.5885156249999999,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.29937500000000006;0.30000000000000004,0.5874999999999999;0.5885156249999999,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.29937500000000006,0.5885156249999999;0.58953125,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.29937500000000006,0.5885156249999999;0.58953125,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.29937500000000006,0.5874999999999999;0.5885156249999999,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.29937500000000006,0.5874999999999999;0.5885156249999999,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.28437500000000004;0.28500000000000003,0.560078125;0.56109375,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28437500000000004;0.28500000000000003,0.560078125;0.56109375,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.28437500000000004;0.28500000000000003,0.5590624999999999;0.560078125,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28437500000000004;0.28500000000000003,0.5590624999999999;0.560078125,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.28375000000000006;0.28437500000000004,0.560078125;0.56109375,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28375000000000006;0.28437500000000004,0.560078125;0.56109375,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.28375000000000006;0.28437500000000004,0.5590624999999999;0.560078125,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28375000000000006;0.28437500000000004,0.5590624999999999;0.560078125,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.29937500000000006;0.30000000000000004,0.590546875;0.5915625,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.29937500000000006;0.30000000000000004,0.590546875;0.5915625,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.29937500000000006;0.30000000000000004,0.58953125;0.590546875,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.29937500000000006;0.30000000000000004,0.58953125;0.590546875,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.29937500000000006,0.590546875;0.5915625,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.29937500000000006,0.590546875;0.5915625,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.29937500000000006,0.58953125;0.590546875,1.401796875;1.404375,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.29937500000000006,0.58953125;0.590546875,1.39921875;1.401796875,10,0.001,0,2
"ar,c,rho",0.28;0.28250000000000003,0.5590624999999999;0.5631249999999999,1.46625;1.4765625,10,0.001,0,2
"ar,c,rho",0.5950000000000001;0.6000000000000001,0.42499999999999993;0.42999999999999994,0.5850000000000001;0.5900000000000001,10,0.001,0,2
"ar,c,rho",0.5950000000000001;0.6000000000000001,0.42499999999999993;0.42999999999999994,0.5800000000000001;0.5850000000000001,10,0.001,0,2
"ar,c,rho",0.5950000000000001;0.6000000000000001,0.42;0.42499999999999993,0.5850000000000001;0.5900000000000001,10,0.001,0,2
"ar,c,rho",0.5950000000000001;0.6000000000000001,0.42;0.42499999999999993,0.5800000000000001;0.5850000000000001,10,0.001,0,2
"ar,c,rho",0.5900000000000001;0.5950000000000001,0.42499999999999993;0.42999999999999994,0.5850000000000001;0.5900000000000001,10,0.001,0,2
"ar,c,rho",0.5900000000000001;0.5950000000000001,0.42499999999999993;0.42999999999999994,0.5800000000000001;0.5850000000000001,10,0.001,0,2
"ar,c,rho",0.5900000000000001;0.5950000000000001,0.42;0.42499999999999993,0.5850000000000001;0.5900000000000001,10,0.001,0,2
"ar,c,rho",0.5900000000000001;0.5950000000000001,0.42;0.42499999999999993,0.5800000000000001;0.5850000000000001,10,0.001,0,2
"ar,c,rho",0.28437500000000004;0.28500000000000003,0.5621093749999999;0.5631249999999999,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28437500000000004;0.28500000000000003,0.5621093749999999;0.5631249999999999,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.28437500000000004;0.28500000000000003,0.56109375;0.5621093749999999,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28437500000000004;0.28500000000000003,0.56109375;0.5621093749999999,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.28375000000000006;0.28437500000000004,0.5621093749999999;0.5631249999999999,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28375000000000006;0.28437500000000004,0.5621093749999999;0.5631249999999999,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.28375000000000006;0.28437500000000004,0.56109375;0.5621093749999999,1.4894531249999998;1.49203125,10,0.001,0,2
"ar,c,rho",0.28375000000000006;0.28437500000000004,0.56109375;0.5621093749999999,1.486875;1.4894531249999998,10,0.001,0,2
"ar,c,rho",0.5950000000000001;0.6000000000000001,0.43499999999999994;0.43999999999999995,0.5750000000000001;0.5800000000000001,10,0.001,0,2
"ar,c,rho",0.5950000000000001;0.6000000000000001,0.43499999999999994;0.43999999999999995,0.5700000000000001;0.5750000000000001,10,0.001,0,2
"ar,c,rho",0.5950000000000001;0.6000000000000001,0.42999999999999994;0.43499999999999994,0.5750000000000001;0.5800000000000001,10,0.001,0,2
"ar,c,rho",0.5950000000000001;0.6000000000000001,0.42999999999999994;0.43499999999999994,0.5700000000000001;0.5750000000000001,10,0.001,0,2
"ar,c,rho",0.5900000000000001;0.5950000000000001,0.43499999999999994;0.43999999999999995,0.5750000000000001;0.5800000000000001,10,0.001,0,2
"ar,c,rho",0.5900000000000001;0.5950000000000001,0.43499999999999994;0.43999999999999995,0.5700000000000001;0.5750000000000001,10,0.001,0,2
"ar,c,rho",0.5900000000000001;0.5950000000000001,0.42999999999999994;0.43499999999999994,0.5750000000000001;0.5800000000000001,10,0.001,0,2
"ar,c,rho",0.5900000000000001;0.5950000000000001,0.42999999999999994;0.43499999999999994,0.5700000000000001;0.5750000000000001,10,0.001,0,2
"ar,c,rho",0.27437500000000004;0.275,0.5682031249999999;0.5692187499999999,1.582265625;1.58484375,10,0.001,0,2
"ar,c,rho",0.27437500000000004;0.275,0.5682031249999999;0.5692187499999999,1.5796875;1.582265625,10,0.001,0,2
"ar,c,rho",0.27437500000000004;0.275,0.5671875;0.5682031249999999,1.582265625;1.58484375,10,0.001,0,2
"ar,c,rho",0.27437500000000004;0.275,0.5671875;0.5682031249999999,1.5796875;1.582265625,10,0.001,0,2
"ar,c,rho",0.27375000000000005;0.27437500000000004,0.5682031249999999;0.5692187499999999,1.582265625;1.58484375,10,0.001,0,2
"ar,c,rho",0.27375000000000005;0.27437500000000004,0.5682031249999999;0.5692187499999999,1.5796875;1.582265625,10,0.001,0,2
"ar,c,rho",0.27375000000000005;0.27437500000000004,0.5671875;0.5682031249999999,1.582265625;1.58484375,10,0.001,0,2
"ar,c,rho",0.27375000000000005;0.27437500000000004,0.5671875;0.5682031249999999,1.5796875;1.582265625,10,0.001,0,2
"ar,c,rho",0.27312500000000006;0.27375000000000005,0.5702343749999998;0.5712499999999999,1.587421875;1.59,10,0.001,0,2
"ar,c,rho",0.27312500000000006;0.27375000000000005,0.5702343749999998;0.5712499999999999,1.58484375;1.587421875,10,0.001,0,2
"ar,c,rho",0.27312500000000006;0.27375000000000005,0.5692187499999999;0.5702343749999998,1.587421875;1.59,10,0.001,0,2
"ar,c,rho",0.27312500000000006;0.27375000000000005,0.5692187499999999;0.5702343749999998,1.58484375;1.587421875,10,0.001,0,2
"ar,c,rho",0.2725;0.27312500000000006,0.5702343749999998;0.5712499999999999,1.587421875;1.59,10,0.001,0,2
"ar,c,rho",0.2725;0.27312500000000006,0.5702343749999998;0.5712499999999999,1.58484375;1.587421875,10,0.001,0,2
"ar,c,rho",0.2725;0.27312500000000006,0.5692187499999999;0.5702343749999998,1.587421875;1.59,10,0.001,0,2
"ar,c,rho",0.2725;0.27312500000000006,0.5692187499999999;0.5702343749999998,1.58484375;1.587421875,10,0.001,0,2
"ar,c,rho",0.5800000000000001;0.5850000000000001,0.5900000000000001;0.5950000000000001,0.5650000000000001;0.5700000000000001,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.30000000000000004,0.5935937499999999;0.595625,1.38890625;1.3940625,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.30000000000000004,0.5935937499999999;0.595625,1.38375;1.38890625,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.30000000000000004,0.5915625;0.5935937499999999,1.38890625;1.3940625,10,0.001,0,2
"ar,c,rho",0.29875000000000007;0.30000000000000004,0.5915625;0.5935937499999999,1.38375;1.38890625,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.29875000000000007,0.5935937499999999;0.595625,1.38890625;1.3940625,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.29875000000000007,0.5935937499999999;0.595625,1.38375;1.38890625,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.29875000000000007,0.5915625;0.5935937499999999,1.38890625;1.3940625,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.29875000000000007,0.5915625;0.5935937499999999,1.38375;1.38890625,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.30000000000000004,0.5996874999999999;0.60375,1.3940625;1.404375,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.30000000000000004,0.5996874999999999;0.60375,1.38375;1.3940625,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.30000000000000004,0.595625;0.5996874999999999,1.3940625;1.404375,10,0.001,0,2
"ar,c,rho",0.29750000000000004;0.30000000000000004,0.595625;0.5996874999999999,1.38375;1.3940625,10,0.001,0,2
"ar,c,rho",0.29500000000000004;0.29750000000000004,0.5996874999999999;0.60375,1.3940625;1.404375,10,0.001,0,2
"ar,c,rho",0.29500000000000004;0.29750000000000004,0.5996874999999999;0.60375,1.38375;1.3940625,10,0.001,0,2
"ar,c,rho",0.29500000000000004;0.29750000000000004,0.595625;0.5996874999999999,1.3940625;1.404375,10,0.001,0,2
"ar,c,rho",0.29500000000000004;0.29750000000000004,0.595625;0.5996874999999999,1.38375;1.3940625,10,0.001,0,2
"ar,c,rho",0.5800000000000001;0.5900000000000001,0.6000000000000001;0.6100000000000001,0.5700000000000001;0.58,10,0.001,0,2
"ar,c,rho",0.5900000000000001;0.6100000000000001,0.42;0.43999999999999995,0.5900000000000001;0.6100000000000001,10,0.001999999999999996,0,2
"ar,c,rho",0.29500000000000004;0.29750000000000004,0.5915625;0.595625,1.38375;1.3940625,10,0.001,0,2
"ar,c,rho",0.29500000000000004;0.29750000000000004,0.5915625;0.595625,1.3940625;1.404375,10,0.001,0,2
"ar,c,rho",0.5700000000000001;0.5800000000000001,0.43999999999999995;0.44999999999999996,0.5800000000000001;0.5900000000000001,10,0.0010000000000000009,0,2
"ar,c,rho",0.29500000000000004;0.29750000000000004,0.5874999999999999;0.5915625,1.38375;1.3940625,10,0.001,0,2
"ar,c,rho",0.5800000000000001;0.5900000000000001,0.43999999999999995;0.44999999999999996,0.5800000000000001;0.5900000000000001,10,0.0010000000000000009,0,2
"ar,c,rho",0.63625;0.63734375,0.20468750000000002;0.20515625,1.6678125000000001;1.671328125,10,0.001,0,2
"ar,c,rho",0.5800000000000001;0.5900000000000001,0.44999999999999996;0.45999999999999996,0.5700000000000001;0.5800000000000001,10,0.0010000000000000009,0,2
"ar,c,rho",0.2725;0.275,0.5549999999999999;0.5590624999999999,1.486875;1.4971875,10,0.001,0,2
"ar,c,rho",0.27;0.2725,1.6774999999999998;1.68,1.6475;1.6500000000000001,10,0.001,0,1
"ar,c,rho",0.28;0.28500000000000003,0.5631249999999999;0.5712499999999999,1.486875;1.5075,10,0.001,0,2
"ar,c,rho",0.5700000000000001;0.5900000000000001,0.42;0.43999999999999995,0.5900000000000001;0.6100000000000001,10,0.001999999999999996,0,2
"ar,c,rho",0.275;0.2775,1.6724999999999999;1.6749999999999998,1.6475;1.6500000000000001,10,0.001,0,1
"ar,c,rho",0.5700000000000001;0.5900000000000001,0.43999999999999995;0.45999999999999996,0.5900000000000001;0.6100000000000001,10,0.0020000000000000018,0,2
"ar,c,rho",0.2775;0.28,1.6774999999999998;1.68,1.645;1.6475,10,0.001,0,1
"ar,c,rho",0.395;0.4,0.24;0.255,0.465;0.47000000000000003,10,0.001,0,1
"ar,c,rho",0.2775;0.28,1.6749999999999998;1.6774999999999998,1.6475;1.6500000000000001,10,0.001,0,1
"ar,c,rho",0.5700000000000001;0.5800000000000001,0.5900000000000001;0.6000000000000001,0.56;0.5700000000000001,10,0.0010000000000000009,0,2
"ar,c,rho",0.29000000000000004;0.29500000000000004,0.595625;0.60375,1.38375;1.404375,10,0.001,0,2
"ar,c,rho",0.27;0.2725,0.5549999999999999;0.5590624999999999,1.486875;1.4971875,10,0.001,0,2
"ar,c,rho",0.29000000000000004;0.29500000000000004,0.5874999999999999;0.595625,1.38375;1.404375,10,0.001,0,2
"ar,c,rho",0.2725;0.275,0.5590624999999999;0.5631249999999999,1.4971875;1.5075,10,0.001,0,2
"ar,c,rho",0.5850000000000001;0.5900000000000001,0.5850000000000001;0.5900000000000001,0.5650000000000001;0.5700000000000001,10,0.001,0,2
"ar,c,rho",0.275;0.2775,1.6749999999999998;1.6774999999999998,1.6475;1.6500000000000001,10,0.001,0,1
"ar,c,rho",0.5850000000000001;0.5900000000000001,0.5800000000000001;0.5850000000000001,0.5650000000000001;0.5700000000000001,10,0.001,0,2
"ar,c,rho",0.275;0.2775,1.6749999999999998;1.6774999999999998,1.645;1.6475,10,0.001,0,1
"ar,c,rho",0.5800000000000001;0.5850000000000001,0.5850000000000001;0.5900000000000001,0.5650000000000001;0.5700000000000001,10,0.001,0,2
"ar,c,rho",0.27;0.2725,0.5590624999999999;0.5631249999999999,1.486875;1.4971875,10,0.001,0,2
"ar,c,rho",0.5800000000000001;0.5850000000000001,0.5800000000000001;0.5850000000000001,0.5650000000000001;0.5700000000000001,10,0.001,0,2
"ar,c,rho",0.5800000000000001;0.5900000000000001,0.5700000000000001;0.5800000000000001,0.56;0.5700000000000001,10,0.0010000000000000009,0,2
"ar,c,rho",0.28250000000000003;0.28500000000000003,0.5549999999999999;0.5590624999999999,1.4971875;1.5075,10,0.001,0,2
"ar,c,rho",0.2725;0.275,0.5549999999999999;0.5590624999999999,1.4971875;1.5075,10,0.001,0,2
"ar,c,rho",0.475;0.4775,0.5925;0.5950000000000001,0.43499999999999994;0.43749999999999994,10,0.001,0,2
"ar,c,rho",0.35000000000000003;0.355,2.375;2.38,1.315;1.32,10,0.001,0,1
"ar,c,rho",0.28125;0.28250000000000003,0.56109375;0.5631249999999999,1.4971875;1.50234375,10,0.001,0,2
"ar,c,rho",0.275;0.28,0.5631249999999999;0.5712499999999999,1.486875;1.5075,10,0.001,0,2
